,tweet_id,date,source,time,ratings_ratio,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,jpg_url,img_num,p1_dog,p2_dog,p3_dog,retweet_count,favorite_count,dog_species
10,889638837579907072,2017-07-25,Twitter for iPhone,00:10:02,1.2,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,True,True,True,4735,27672,Boxer
11,889531135344209921,2017-07-24,Twitter for iPhone,17:02:04,1.3,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,None,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,True,True,True,2321,15359,Labrador_Retriever
12,889278841981685760,2017-07-24,Twitter for iPhone,00:19:32,1.3,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,True,True,True,5637,25652,Borzoi
13,888917238123831296,2017-07-23,Twitter for iPhone,00:22:39,1.2,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,True,True,True,4709,29611,Tibetan_Mastiff
14,888804989199671297,2017-07-22,Twitter for iPhone,16:56:37,1.3,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,True,True,True,4559,26080,Labrador_Retriever
15,888554962724278272,2017-07-22,Twitter for iPhone,00:23:06,1.3,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,True,True,True,3732,20290,Eskimo_Dog
16,888078434458587136,2017-07-20,Twitter for iPhone,16:49:33,1.2,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,True,True,True,3653,22201,Pug
17,887705289381826560,2017-07-19,Twitter for iPhone,16:06:48,1.3,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,True,True,True,5609,30779,Redbone
18,887473957103951883,2017-07-19,Twitter for iPhone,00:47:34,1.3,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,True,True,True,18781,69871,Rhodesian_Ridgeback
19,886983233522544640,2017-07-17,Twitter for iPhone,16:17:36,1.3,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,True,True,False,8084,35859,Toy_Terrier
20,886736880519319552,2017-07-16,Twitter for iPhone,23:58:41,1.3,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,True,True,True,3443,12306,Great_Pyrenees
21,886680336477933568,2017-07-16,Twitter for iPhone,20:14:00,1.3,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,False,False,False,4610,22798,
22,886366144734445568,2017-07-15,Twitter for iPhone,23:25:31,1.2,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,None,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,True,True,True,3316,21524,Chihuahua
23,886258384151887873,2017-07-15,Twitter for iPhone,16:17:19,1.3,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,True,False,False,6523,28469,Shower_Cap
24,885984800019947520,2017-07-14,Twitter for iPhone,22:10:11,1.2,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,True,True,True,7097,33382,Shih-Tzu
25,885528943205470208,2017-07-13,Twitter for iPhone,15:58:47,1.3,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,True,True,True,6683,36689,Labrador_Retriever
26,884925521741709313,2017-07-12,Twitter for iPhone,00:01:00,1.2,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,True,True,True,16439,68152,American_Staffordshire_Terrier
27,884876753390489601,2017-07-11,Twitter for iPhone,20:47:12,1.3,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,True,True,True,6096,28514,Norwich_Terrier
28,884562892145688576,2017-07-11,Twitter for iPhone,00:00:02,1.3,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,True,True,True,5100,24765,French_Bulldog
29,884162670584377345,2017-07-09,Twitter for iPhone,21:29:42,1.2,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,True,True,True,3128,20771,Malinois
30,883838122936631299,2017-07-09,Twitter for iPhone,00:00:04,1.2,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,True,True,True,3586,22349,Miniature_Pinscher
31,883482846933004288,2017-07-08,Twitter for iPhone,00:28:19,0.5,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,True,True,True,10407,46860,Labrador_Retriever
32,883360690899218434,2017-07-07,Twitter for iPhone,16:22:55,1.3,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,None,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,True,True,True,3825,22986,Tibetan_Mastiff
33,882992080364220416,2017-07-06,Twitter for iPhone,15:58:11,1.3,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,True,True,False,4122,24445,Siberian_Husky
34,882762694511734784,2017-07-06,Twitter for iPhone,00:46:41,1.2,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,None,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,True,True,True,5134,28903,Chesapeake_Bay_Retriever
35,882627270321602560,2017-07-05,Twitter for iPhone,15:48:34,1.3,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,True,True,True,6342,28382,Chihuahua
36,882268110199369728,2017-07-04,Twitter for iPhone,16:01:23,1.3,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,True,True,True,12118,45880,Labrador_Retriever
37,882045870035918850,2017-07-04,Twitter for iPhone,01:18:17,1.3,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,False,False,True,5203,29900,Dhole
38,881906580714921986,2017-07-03,Twitter for iPhone,16:04:48,1.2,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,True,True,False,3533,24773,Chesapeake_Bay_Retriever
39,881666595344535552,2017-07-03,Twitter for iPhone,00:11:11,1.3,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,True,True,True,11099,51522,Afghan_Hound
40,881268444196462592,2017-07-01,Twitter for iPhone,21:49:04,1.2,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,False,False,False,5358,23501,
41,880935762899988482,2017-06-30,Twitter for iPhone,23:47:07,1.3,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,False,False,False,2886,17346,
42,880465832366813184,2017-06-29,Twitter for iPhone,16:39:47,1.2,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,True,True,True,6546,29075,Labrador_Retriever
43,880221127280381952,2017-06-29,Twitter for iPhone,00:27:25,1.2,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,True,False,True,4436,27640,Meerkat
44,879862464715927552,2017-06-28,Twitter for iPhone,00:42:13,1.3,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,True,True,True,3642,22667,Beagle
45,879492040517615616,2017-06-27,Twitter for iPhone,00:10:17,1.2,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,True,True,False,3323,23822,Vizsla
46,879415818425184262,2017-06-26,Twitter for iPhone,19:07:24,1.3,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,True,True,True,45849,107956,Boston_Bull
47,879376492567855104,2017-06-26,Twitter for iPhone,16:31:08,1.2,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,False,True,True,3261,17099,Labrador_Retriever
48,879050749262655488,2017-06-25,Twitter for iPhone,18:56:45,1.1,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,False,False,False,4941,23022,
49,879008229531029506,2017-06-25,Twitter for iPhone,16:07:47,1.3,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,True,True,True,2812,19317,Miniature_Pinscher
50,878776093423087618,2017-06-25,Twitter for iPhone,00:45:22,1.3,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,None,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,True,True,True,4319,19763,Whippet
51,878281511006478336,2017-06-23,Twitter for iPhone,16:00:04,1.3,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,True,True,True,1349,7913,Collie
52,878057613040115712,2017-06-23,Twitter for iPhone,01:10:23,1.4,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,True,True,True,7181,42876,Boston_Bull
53,877736472329191424,2017-06-22,Twitter for iPhone,03:54:17,1.3,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,True,True,True,17300,71144,Labrador_Retriever
54,877556246731214848,2017-06-21,Twitter for iPhone,15:58:08,1.2,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,True,True,False,3994,23258,Welsh_Springer_Spaniel
55,877316821321428993,2017-06-21,Twitter for iPhone,00:06:44,1.3,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,True,True,True,5414,27907,Italian_Greyhound
56,877201837425926144,2017-06-20,Twitter for iPhone,16:29:50,1.2,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,True,True,True,5880,27755,Cardigan
57,876838120628539392,2017-06-19,Twitter for iPhone,16:24:33,1.2,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,None,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,True,True,True,3506,21125,Redbone
58,876484053909872640,2017-06-18,Twitter for iPhone,16:57:37,1.3,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,True,True,True,2511,19163,Irish_Terrier
59,876120275196170240,2017-06-17,Twitter for iPhone,16:52:05,1.3,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,True,True,True,4903,28490,Saint_Bernard
60,875747767867523072,2017-06-16,Twitter for iPhone,16:11:53,1.3,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,True,True,True,4497,25773,Chesapeake_Bay_Retriever
61,875144289856114688,2017-06-15,Twitter for iPhone,00:13:52,1.3,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,True,True,False,5081,22185,Pembroke
62,874680097055178752,2017-06-13,Twitter for iPhone,17:29:20,1.2,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,True,True,True,4875,28439,Staffordshire_Bullterrier
63,874296783580663808,2017-06-12,Twitter for iPhone,16:06:11,1.3,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,None,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,True,True,True,4308,26651,Miniature_Poodle
